full_text,filtered,cleaned,tokenize,normalisasi
Kurikulum merdeka tai lah. Kalo sistem lu setiap hari kerja kelompok udah bikin aja asrama atau tidur aja 1 di sekolah 1 angkatan. Masa adek gue kerja kelompok gak pulang2 sih. Ini setiap hari kerja kelompok. Gue males banget ngurusin ocehan bokap gue mulu. Semoga pulang2 aman https://t.co/VOGFa4ayAu,kurikulum merdeka tai lah kalo sistem lu setiap hari kerja kelompok udah bikin aja asrama atau tidur aja di sekolah angkatan masa adek gue kerja kelompok gak pulang sih ini setiap hari kerja kelompok gue males banget ngurusin ocehan bokap gue mulu semoga pulang aman,kurikulum merdeka tai kalo sistem lu tiap hari kerja kelompok udah asrama atau tidur aja di sekolah angkat masa adek kerja kelompok gak pulang ini tiap hari kerja kelompok males ngurusin oceh bokap mulu moga pulang aman,"['kurikulum', 'merdeka', 'tai', 'kalo', 'sistem', 'lu', 'tiap', 'hari', 'kerja', 'kelompok', 'udah', 'asrama', 'atau', 'tidur', 'aja', 'di', 'sekolah', 'angkat', 'masa', 'adek', 'kerja', 'kelompok', 'gak', 'pulang', 'ini', 'tiap', 'hari', 'kerja', 'kelompok', 'males', 'ngurusin', 'oceh', 'bokap', 'mulu', 'moga', 'pulang', 'aman']","['kurikulum', 'merdeka', 'tahi', 'kalau', 'sistem', 'lu', 'tiap', 'hari', 'kerja', 'kelompok', 'sudah', 'asrama', 'atau', 'tidur', 'saja', 'di', 'sekolah', 'angkat', 'masa', 'adik', 'kerja', 'kelompok', 'tidak', 'pulang', 'ini', 'tiap', 'hari', 'kerja', 'kelompok', 'malas', 'ngurusin', 'omong', 'bapak', 'selalu', 'moga', 'pulang', 'aman']"
Nasib Kurikulum Merdeka dan Guru yang Tersiksa https://t.co/y815nxElvR,nasib kurikulum merdeka dan guru yang tersiksa,nasib kurikulum merdeka guru siksa,"['nasib', 'kurikulum', 'merdeka', 'guru', 'siksa']","['nasib', 'kurikulum', 'merdeka', 'guru', 'siksa']"
Abdul Mu'ti Pilih Hati-hati Soal Evaluasi Kurikulum hingga Zonasi: Menteri Pendidikan Dasar dan Menengah (Mendikdasmen) Abdul Mu'ti menyoroti implementasi Kurikulum Merdeka yang diinisiasi pendahulunya Nadiem Makarim. Mu'ti menyatakan https://t.co/G5mHKjAL3x #TrenAsia https://t.co/jEddVrVcnY,abdul mu ti pilih hati hati soal evaluasi kurikulum hingga zonasi menteri pendidikan dasar dan menengah mendikdasmen abdul mu ti menyoroti implementasi kurikulum merdeka yang diinisiasi pendahulunya nadiem makarim mu ti menyatakan,abdul mu ti pilih hati hati soal evaluasi kurikulum hingga zonasi menteri didik dasar tengah mendikdasmen abdul mu ti sorot implementasi kurikulum merdeka inisiasi dahulu nadiem makarim mu ti nyata,"['abdul', 'mu', 'ti', 'pilih', 'hati', 'hati', 'soal', 'evaluasi', 'kurikulum', 'hingga', 'zonasi', 'menteri', 'didik', 'dasar', 'tengah', 'mendikdasmen', 'abdul', 'mu', 'ti', 'sorot', 'implementasi', 'kurikulum', 'merdeka', 'inisiasi', 'dahulu', 'nadiem', 'makarim', 'mu', 'ti', 'nyata']","['abdul', 'mu', 'ti', 'pilih', 'hati', 'hati', 'soal', 'evaluasi', 'kurikulum', 'hingga', 'zonasi', 'menteri', 'didik', 'dasar', 'tengah', 'mendikdasmen', 'abdul', 'mu', 'ti', 'sorot', 'implementasi', 'kurikulum', 'merdeka', 'inisiasi', 'dahulu', 'nadiem', 'makarim', 'mu', 'ti', 'nyata']"
@Fiskandhl Ponakanku kelas 2SD udh tak ajarin perkalian tangan bodo amat sama kurikulum merdeka ponakan2ku tak ajarin cara cepet pokoknya,ponakanku kelas sd udh tak ajarin perkalian tangan bodo amat sama kurikulum merdeka ponakan ku tak ajarin cara cepet pokoknya,ponakan kelas sd udh tak ajarin kali tangan bodo amat sama kurikulum merdeka ponakan ku tak ajarin cara cepet pokok,"['ponakan', 'kelas', 'sd', 'udh', 'tak', 'ajarin', 'kali', 'tangan', 'bodo', 'amat', 'sama', 'kurikulum', 'merdeka', 'ponakan', 'ku', 'tak', 'ajarin', 'cara', 'cepet', 'pokok']","['ponakan', 'kelas', 'sd', 'sudah', 'tidak', 'ajarin', 'kali', 'tangan', 'bodoh', 'sekali', 'sama', 'kurikulum', 'merdeka', 'ponakan', 'ku', 'tidak', 'ajarin', 'cara', 'cepat', 'pokok']"
ternyata lebih pusing bikin lembar kerja anak SD yang sesuai dengan kurikulum merdeka daripada bikin buat anak SMA........ guru gak boleh langsung ngajarin konsep... biarkan anak merdeka menemukan sendiri jawabannya... TAPI ANAK SD INI HADUH.................,ternyata lebih pusing bikin lembar kerja anak sd yang sesuai dengan kurikulum merdeka daripada bikin buat anak sma guru gak boleh langsung ngajarin konsep biarkan anak merdeka menemukan sendiri jawabannya tapi anak sd ini haduh,nyata lebih pusing lembar kerja anak sd sesuai dengan kurikulum merdeka daripada buat anak sma guru gak boleh langsung ngajarin konsep biar anak merdeka temu sendiri jawab tapi anak sd haduh,"['nyata', 'lebih', 'pusing', 'lembar', 'kerja', 'anak', 'sd', 'sesuai', 'dengan', 'kurikulum', 'merdeka', 'daripada', 'buat', 'anak', 'sma', 'guru', 'gak', 'boleh', 'langsung', 'ngajarin', 'konsep', 'biar', 'anak', 'merdeka', 'temu', 'sendiri', 'jawab', 'tapi', 'anak', 'sd', 'haduh']","['nyata', 'lebih', 'pusing', 'lembar', 'kerja', 'anak', 'sd', 'sesuai', 'dengan', 'kurikulum', 'merdeka', 'daripada', 'buat', 'anak', 'sma', 'guru', 'tidak', 'boleh', 'langsung', 'ngajarin', 'konsep', 'biar', 'anak', 'merdeka', 'temu', 'sendiri', 'jawab', 'tapi', 'anak', 'sd', 'haduh']"
@kucingjanda16 iya efek kurikulum merdeka,iya efek kurikulum merdeka,iya efek kurikulum merdeka,"['iya', 'efek', 'kurikulum', 'merdeka']","['iya', 'efek', 'kurikulum', 'merdeka']"
YAALLAH KURIKULUM MERDEKA GUEEE CAPEEEEE BANGETTTTTTTTTT,yaallah kurikulum merdeka gueee capeeeee bangetttttttttt,yaallah kurikulum merdeka gueee capeeeee bangetttttttttt,"['yaallah', 'kurikulum', 'merdeka', 'gueee', 'capeeeee', 'bangetttttttttt']","['allah', 'kurikulum', 'merdeka', 'gueee', 'capeeeee', 'bangetttttttttt']"
@asumsico Padahal gak kenek kurikulum merdeka eh wes merdeka belajar disek an,padahal gak kenek kurikulum merdeka eh wes merdeka belajar disek an,padahal gak kenek kurikulum merdeka wes merdeka ajar sek,"['padahal', 'gak', 'kenek', 'kurikulum', 'merdeka', 'wes', 'merdeka', 'ajar', 'sek']","['padahal', 'tidak', 'kenek', 'kurikulum', 'merdeka', 'wes', 'merdeka', 'ajar', 'masih']"
@Gamal_Albinsaid Emang di baca sam? Tapi kalo boleh usul sejahterahkan guru dan kurikulum merdeka tetap di lanjutkan dengan perbaikan.,emang di baca sam tapi kalo boleh usul sejahterahkan guru dan kurikulum merdeka tetap di lanjutkan dengan perbaikan,emang baca sam tapi kalo boleh usul sejahterahkan guru kurikulum merdeka tetap lanjut dengan baik,"['emang', 'baca', 'sam', 'tapi', 'kalo', 'boleh', 'usul', 'sejahterahkan', 'guru', 'kurikulum', 'merdeka', 'tetap', 'lanjut', 'dengan', 'baik']","['memang', 'baca', 'sam', 'tapi', 'kalau', 'boleh', 'usul', 'sejahterahkan', 'guru', 'kurikulum', 'merdeka', 'tetap', 'lanjut', 'dengan', 'baik']"
@detikcom tidak ada istilah sistem pendidikan mundur selama berorientasi pada dasar konstitusi..yang ada cuma salah urus..ngapain harus diganti kurikuĺum merdeka kalau seandainya kurikulum terdahulu berdampak baik?jadi wajar kurikulum skrg perlu jg dievaluasi https://t.co/Rj9oirJAWr,tidak ada istilah sistem pendidikan mundur selama berorientasi pada dasar konstitusi yang ada cuma salah urus ngapain harus diganti kuriku um merdeka kalau seandainya kurikulum terdahulu berdampak baik jadi wajar kurikulum skrg perlu jg dievaluasi,tidak ada istilah sistem didik mundur lama orientasi dasar konstitusi ada cuma salah urus ngapain harus ganti kur um merdeka kalau anda kurikulum dahulu dampak baik jadi wajar kurikulum skrg perlu jg evaluasi,"['tidak', 'ada', 'istilah', 'sistem', 'didik', 'mundur', 'lama', 'orientasi', 'dasar', 'konstitusi', 'ada', 'cuma', 'salah', 'urus', 'ngapain', 'harus', 'ganti', 'kur', 'um', 'merdeka', 'kalau', 'anda', 'kurikulum', 'dahulu', 'dampak', 'baik', 'jadi', 'wajar', 'kurikulum', 'skrg', 'perlu', 'jg', 'evaluasi']","['tidak', 'ada', 'istilah', 'sistem', 'didik', 'mundur', 'lama', 'orientasi', 'dasar', 'konstitusi', 'ada', 'hanya', 'salah', 'urus', 'apa', 'harus', 'ganti', 'kur', 'um', 'merdeka', 'kalau', 'kamu', 'kurikulum', 'dahulu', 'dampak', 'baik', 'jadi', 'wajar', 'kurikulum', 'sekarang', 'perlu', 'juga', 'evaluasi']"
@detikcom Coba tanya si Ibu apakah menyekolahkan anaknya di sekolah negeri atau tidak?!?! Coba cek di daerah2 gimana implementasi dri kurikulum merdeka?!?!,coba tanya si ibu apakah menyekolahkan anaknya di sekolah negeri atau tidak coba cek di daerah gimana implementasi dri kurikulum merdeka,coba tanya ibu apakah sekolah anak sekolah negeri atau tidak coba cek daerah gimana implementasi dri kurikulum merdeka,"['coba', 'tanya', 'ibu', 'apakah', 'sekolah', 'anak', 'sekolah', 'negeri', 'atau', 'tidak', 'coba', 'cek', 'daerah', 'gimana', 'implementasi', 'dri', 'kurikulum', 'merdeka']","['coba', 'tanya', 'ibu', 'apakah', 'sekolah', 'anak', 'sekolah', 'negeri', 'atau', 'tidak', 'coba', 'cek', 'daerah', 'gimana', 'implementasi', 'dari', 'kurikulum', 'merdeka']"
@Lone_Lynx__ Kurikulum merdeka isinya murid sampah semua,kurikulum merdeka isinya murid sampah semua,kurikulum merdeka isi murid sampah semua,"['kurikulum', 'merdeka', 'isi', 'murid', 'sampah', 'semua']","['kurikulum', 'merdeka', 'isi', 'siswa', 'sampah', 'semua']"
@Lone_Lynx__ Namanya kurikulum merdeka ya santai2 Kan gk ad lg system tinggal kelas semua bisa Naik Walaupun nilai nya busuk hidup Pak nadiem berkat engaku pendidikan Di Indonesia bisa sebebas bebasnya,namanya kurikulum merdeka ya santai kan gk ad lg system tinggal kelas semua bisa naik walaupun nilai nya busuk hidup pak nadiem berkat engaku pendidikan di indonesia bisa sebebas bebasnya,nama kurikulum merdeka santai gk lg system tinggal kelas semua bisa naik walaupun nilai busuk hidup pak nadiem berkat engaku didik indonesia bisa bebas bebas,"['nama', 'kurikulum', 'merdeka', 'santai', 'gk', 'lg', 'system', 'tinggal', 'kelas', 'semua', 'bisa', 'naik', 'walaupun', 'nilai', 'busuk', 'hidup', 'pak', 'nadiem', 'berkat', 'engaku', 'didik', 'indonesia', 'bisa', 'bebas', 'bebas']","['nama', 'kurikulum', 'merdeka', 'santai', 'tidak', 'lagi', 'system', 'tinggal', 'kelas', 'semua', 'bisa', 'naik', 'walaupun', 'nilai', 'busuk', 'hidup', 'bapak', 'nadiem', 'berkat', 'engaku', 'didik', 'indonesia', 'bisa', 'bebas', 'bebas']"
@detikcom Dilanjutkan saja bu merdeka belajar karena kembali ke kurikulum lama tidak serta merta bagus karena kualitas pendidikan kita memang sudah seperti itu adanya dengan atau tanpa kurikulum merdeka,dilanjutkan saja bu merdeka belajar karena kembali ke kurikulum lama tidak serta merta bagus karena kualitas pendidikan kita memang sudah seperti itu adanya dengan atau tanpa kurikulum merdeka,lanjut bu merdeka ajar kembali kurikulum lama tidak serta merta bagus kualitas didik kita sudah seperti itu ada dengan atau tanpa kurikulum merdeka,"['lanjut', 'bu', 'merdeka', 'ajar', 'kembali', 'kurikulum', 'lama', 'tidak', 'serta', 'merta', 'bagus', 'kualitas', 'didik', 'kita', 'sudah', 'seperti', 'itu', 'ada', 'dengan', 'atau', 'tanpa', 'kurikulum', 'merdeka']","['lanjut', 'ibu', 'merdeka', 'ajar', 'kembali', 'kurikulum', 'lama', 'tidak', 'serta', 'merta', 'bagus', 'kualitas', 'didik', 'kita', 'sudah', 'seperti', 'itu', 'ada', 'dengan', 'atau', 'tanpa', 'kurikulum', 'merdeka']"
@kang___L Kurikulum MERDEKA. ,kurikulum merdeka,kurikulum merdeka,"['kurikulum', 'merdeka']","['kurikulum', 'merdeka']"
Ketua Komisi X soal Merdeka Belajar: Jangan Ganti Menteri Kurikulum Diganti Hetifah menyebut Kurikulum Merdeka bukan sebuah program baru di pendidikan. Ia mengatakan sistem pendidikan di Indonesia tak semestinya membuat siswa tertekan. &gt;&gt; https://t.co/jxr4s6DcgG #detikcom,ketua komisi x soal merdeka belajar jangan ganti menteri kurikulum diganti hetifah menyebut kurikulum merdeka bukan sebuah program baru di pendidikan ia mengatakan sistem pendidikan di indonesia tak semestinya membuat siswa tertekan gt gt,ketua komisi soal merdeka ajar jangan ganti menteri kurikulum ganti hetifah sebut kurikulum merdeka bukan buah program baru didik ia kata sistem didik indonesia tak mesti buat siswa tekan gt,"['ketua', 'komisi', 'soal', 'merdeka', 'ajar', 'jangan', 'ganti', 'menteri', 'kurikulum', 'ganti', 'hetifah', 'sebut', 'kurikulum', 'merdeka', 'bukan', 'buah', 'program', 'baru', 'didik', 'ia', 'kata', 'sistem', 'didik', 'indonesia', 'tak', 'mesti', 'buat', 'siswa', 'tekan', 'gt']","['ketua', 'komisi', 'soal', 'merdeka', 'ajar', 'jangan', 'ganti', 'menteri', 'kurikulum', 'ganti', 'hetifah', 'sebut', 'kurikulum', 'merdeka', 'bukan', 'buah', 'program', 'baru', 'didik', 'ia', 'kata', 'sistem', 'didik', 'indonesia', 'tidak', 'mesti', 'buat', 'siswa', 'tekan', 'gitu']"
@JustDonzh @Lone_Lynx_ Ancaman apaan itu Gk naik kelas ?? Wong kurikulum merdeka sekarang gk ada istilah gk naik kelas. Semua wajib naik kelas. wkwkwkw,ancaman apaan itu gk naik kelas wong kurikulum merdeka sekarang gk ada istilah gk naik kelas semua wajib naik kelas wkwkwkw,ancam apa itu gk naik kelas wong kurikulum merdeka sekarang gk ada istilah gk naik kelas semua wajib naik kelas wkwkwkw,"['ancam', 'apa', 'itu', 'gk', 'naik', 'kelas', 'wong', 'kurikulum', 'merdeka', 'sekarang', 'gk', 'ada', 'istilah', 'gk', 'naik', 'kelas', 'semua', 'wajib', 'naik', 'kelas', 'wkwkwkw']","['ancam', 'apa', 'itu', 'tidak', 'naik', 'kelas', 'wong', 'kurikulum', 'merdeka', 'sekarang', 'tidak', 'ada', 'istilah', 'tidak', 'naik', 'kelas', 'semua', 'wajib', 'naik', 'kelas', 'wkwkwkw']"
harapan terakhir pendidikan indonesia di era pondok &amp; kurikulum merdeka https://t.co/kIjgRbHzwK,harapan terakhir pendidikan indonesia di era pondok amp kurikulum merdeka,harap akhir didik indonesia era pondok kurikulum merdeka,"['harap', 'akhir', 'didik', 'indonesia', 'era', 'pondok', 'kurikulum', 'merdeka']","['harap', 'akhir', 'didik', 'indonesia', 'era', 'pondok', 'kurikulum', 'merdeka']"
@kang___L Hasil KURIKULUM MERDEKA BELAJAR....,hasil kurikulum merdeka belajar,hasil kurikulum merdeka ajar,"['hasil', 'kurikulum', 'merdeka', 'ajar']","['hasil', 'kurikulum', 'merdeka', 'ajar']"
@radic4lmonarch @icecoldnovember Bahkan hal paling dasar kayak membaca aja juga gak bakalan bisa bisa pun sebenarnya mereka cuma ngehafal kata bukan benar2 membaca Kalo familiar kayak contoh ini ini emang salah satu contoh kegagalan kurikulum Merdeka ama Nadiem,bahkan hal paling dasar kayak membaca aja juga gak bakalan bisa bisa pun sebenarnya mereka cuma ngehafal kata bukan benar membaca kalo familiar kayak contoh ini ini emang salah satu contoh kegagalan kurikulum merdeka ama nadiem,bahkan hal paling dasar kayak baca juga gak bakal bisa bisa benar mereka cuma ngehafal kata bukan benar baca kalo familiar kayak contoh ini emang salah satu contoh gagal kurikulum merdeka nadiem,"['bahkan', 'hal', 'paling', 'dasar', 'kayak', 'baca', 'juga', 'gak', 'bakal', 'bisa', 'bisa', 'benar', 'mereka', 'cuma', 'ngehafal', 'kata', 'bukan', 'benar', 'baca', 'kalo', 'familiar', 'kayak', 'contoh', 'ini', 'emang', 'salah', 'satu', 'contoh', 'gagal', 'kurikulum', 'merdeka', 'nadiem']","['bahkan', 'hal', 'paling', 'dasar', 'seperti', 'baca', 'juga', 'tidak', 'akan', 'bisa', 'bisa', 'benar', 'mereka', 'hanya', 'ngehafal', 'kata', 'bukan', 'benar', 'baca', 'kalau', 'familiar', 'seperti', 'contoh', 'ini', 'memang', 'salah', 'satu', 'contoh', 'gagal', 'kurikulum', 'merdeka', 'nadiem']"
@Gamal_Albinsaid Evaluasi kurikulum merdeka belajar ,evaluasi kurikulum merdeka belajar,evaluasi kurikulum merdeka ajar,"['evaluasi', 'kurikulum', 'merdeka', 'ajar']","['evaluasi', 'kurikulum', 'merdeka', 'ajar']"
Menakar Kebijakan Asesmen di Kurikulum Merdeka Era Kemendikdasmen https://t.co/r2w9MROeXk,menakar kebijakan asesmen di kurikulum merdeka era kemendikdasmen,takar bijak asesmen kurikulum merdeka era kemendikdasmen,"['takar', 'bijak', 'asesmen', 'kurikulum', 'merdeka', 'era', 'kemendikdasmen']","['takar', 'bijak', 'asesmen', 'kurikulum', 'merdeka', 'era', 'kemendikdasmen']"
Ketua Komisi X DPR Dukung Merdeka Belajar Dilanjutkan Jangan Ganti Menteri Ganti Kurikulum https://t.co/0RhgqvlMR1 https://t.co/UkoICZOE68,ketua komisi x dpr dukung merdeka belajar dilanjutkan jangan ganti menteri ganti kurikulum,ketua komisi dpr dukung merdeka ajar lanjut jangan ganti menteri ganti kurikulum,"['ketua', 'komisi', 'dpr', 'dukung', 'merdeka', 'ajar', 'lanjut', 'jangan', 'ganti', 'menteri', 'ganti', 'kurikulum']","['ketua', 'komisi', 'dpr', 'dukung', 'merdeka', 'ajar', 'lanjut', 'jangan', 'ganti', 'menteri', 'ganti', 'kurikulum']"
@KompasTV hasil dri kurikulum merdeka. hihihihihihi..,hasil dri kurikulum merdeka hihihihihihi,hasil dri kurikulum merdeka hihihihihihi,"['hasil', 'dri', 'kurikulum', 'merdeka', 'hihihihihihi']","['hasil', 'dari', 'kurikulum', 'merdeka', 'hihihihihihi']"
@kang___L Dampak Kurikulum Merdeka,dampak kurikulum merdeka,dampak kurikulum merdeka,"['dampak', 'kurikulum', 'merdeka']","['dampak', 'kurikulum', 'merdeka']"
Menakar Kebijakan Asesmen di Kurikulum Merdeka Era Kemendikdasmen https://t.co/wTJ59QrYZ8,menakar kebijakan asesmen di kurikulum merdeka era kemendikdasmen,takar bijak asesmen kurikulum merdeka era kemendikdasmen,"['takar', 'bijak', 'asesmen', 'kurikulum', 'merdeka', 'era', 'kemendikdasmen']","['takar', 'bijak', 'asesmen', 'kurikulum', 'merdeka', 'era', 'kemendikdasmen']"
@JustDonzh @Akyrizky @Lone_Lynx_ haiii ingat lahhh kit dimana indonesia brooooo apalagi kurikulum merdeka jadi kagak pada mikir gitu anak nya gagara tau pasti lulus pasti naek kelass... lu kira gampang jadi gua. dengan gajih paling gede nerima 600 700 kalo honorer di kasusin makin ribett,haiii ingat lahhh kit dimana indonesia brooooo apalagi kurikulum merdeka jadi kagak pada mikir gitu anak nya gagara tau pasti lulus pasti naek kelass lu kira gampang jadi gua dengan gajih paling gede nerima kalo honorer di kasusin makin ribett,haiii ingat kit mana indonesia brooooo apalagi kurikulum merdeka jadi kagak mikir anak gagara tau pasti lulus pasti naek kelass lu kira gampang jadi gua dengan gajih paling gede nerima kalo honorer kasusin makin ribett,"['haiii', 'ingat', 'kit', 'mana', 'indonesia', 'brooooo', 'apalagi', 'kurikulum', 'merdeka', 'jadi', 'kagak', 'mikir', 'anak', 'gagara', 'tau', 'pasti', 'lulus', 'pasti', 'naek', 'kelass', 'lu', 'kira', 'gampang', 'jadi', 'gua', 'dengan', 'gajih', 'paling', 'gede', 'nerima', 'kalo', 'honorer', 'kasusin', 'makin', 'ribett']","['haiii', 'ingat', 'kit', 'mana', 'indonesia', 'brooooo', 'apalagi', 'kurikulum', 'merdeka', 'jadi', 'kagak', 'mikir', 'anak', 'gagara', 'tau', 'pasti', 'lulus', 'pasti', 'naek', 'kelass', 'lu', 'kira', 'gampang', 'jadi', 'aku', 'dengan', 'gajih', 'paling', 'gede', 'nerima', 'kalau', 'honorer', 'kasusin', 'makin', 'ribett']"
Banyak ortu yang bingung milih sekolah bingung bedanya kurikulum merdeka/cambridge/IB/montessori problem sama dapodik homeschooling tapi pengen lanjut kuliah di Indo anak berkebutuhan khusus dan masih banyak lagi masalah lainnya ,banyak ortu yang bingung milih sekolah bingung bedanya kurikulum merdeka cambridge ib montessori problem sama dapodik homeschooling tapi pengen lanjut kuliah di indo anak berkebutuhan khusus dan masih banyak lagi masalah lainnya,banyak ortu bingung milih sekolah bingung beda kurikulum merdeka cambridge ib montessori problem sama dapodik homeschooling tapi ken lanjut kuliah indo anak butuh khusus masih banyak masalah lain,"['banyak', 'ortu', 'bingung', 'milih', 'sekolah', 'bingung', 'beda', 'kurikulum', 'merdeka', 'cambridge', 'ib', 'montessori', 'problem', 'sama', 'dapodik', 'homeschooling', 'tapi', 'ken', 'lanjut', 'kuliah', 'indo', 'anak', 'butuh', 'khusus', 'masih', 'banyak', 'masalah', 'lain']","['banyak', 'orang tua', 'bingung', 'milih', 'sekolah', 'bingung', 'beda', 'kurikulum', 'merdeka', 'cambridge', 'ib', 'montessori', 'masalah', 'sama', 'dapodik', 'homeschooling', 'tapi', 'ken', 'lanjut', 'kuliah', 'indonesia', 'anak', 'butuh', 'khusus', 'masih', 'banyak', 'masalah', 'lain']"
@Lone_Lynx__ Kurikulum merdeka jadi merdeka siswa mau apa aja di kelas,kurikulum merdeka jadi merdeka siswa mau apa aja di kelas,kurikulum merdeka jadi merdeka siswa apa di kelas,"['kurikulum', 'merdeka', 'jadi', 'merdeka', 'siswa', 'apa', 'di', 'kelas']","['kurikulum', 'merdeka', 'jadi', 'merdeka', 'siswa', 'apa', 'di', 'kelas']"
Kategori Perangkat Lunak! Kunci Jawaban Informatika Kelas 7 Halaman 91 Kurikulum Merdeka https://t.co/uBjIrRTcns,kategori perangkat lunak kunci jawaban informatika kelas halaman kurikulum merdeka,kategori perangkat lunak kunci jawab informatika kelas halaman kurikulum merdeka,"['kategori', 'perangkat', 'lunak', 'kunci', 'jawab', 'informatika', 'kelas', 'halaman', 'kurikulum', 'merdeka']","['kategori', 'perangkat', 'lunak', 'kunci', 'jawab', 'informatika', 'kelas', 'halaman', 'kurikulum', 'merdeka']"
@opposite6892 sadar atau tdk sadar ini eding dr kurikulum MERDEKA...!,sadar atau tdk sadar ini eding dr kurikulum merdeka,sadar atau tdk sadar eding kurikulum merdeka,"['sadar', 'atau', 'tdk', 'sadar', 'eding', 'kurikulum', 'merdeka']","['sadar', 'atau', 'tidak', 'sadar', 'eding', 'kurikulum', 'merdeka']"
@stariviadust @Lone_Lynx_ Makanya lebih terdidik daripada kurikulum merdeka ~~,makanya lebih terdidik daripada kurikulum merdeka,makanya lebih didik daripada kurikulum merdeka,"['makanya', 'lebih', 'didik', 'daripada', 'kurikulum', 'merdeka']","['makanya', 'lebih', 'didik', 'daripada', 'kurikulum', 'merdeka']"
Seru sumpah! Menjadi mamak yang mendampingi nak lanang belajar di bawah kurikulum merdeka rasanya pengen bilang aku aja yang sekolah kamu yang kerja Nak ,seru sumpah menjadi mamak yang mendampingi nak lanang belajar di bawah kurikulum merdeka rasanya pengen bilang aku aja yang sekolah kamu yang kerja nak,seru sumpah jadi mamak damping lanang ajar bawah kurikulum merdeka rasa ken aku sekolah kamu yang kerja,"['seru', 'sumpah', 'jadi', 'mamak', 'damping', 'lanang', 'ajar', 'bawah', 'kurikulum', 'merdeka', 'rasa', 'ken', 'aku', 'sekolah', 'kamu', 'yang', 'kerja']","['seru', 'sumpah', 'jadi', 'mamak', 'damping', 'lanang', 'ajar', 'bawah', 'kurikulum', 'merdeka', 'rasa', 'ken', 'aku', 'sekolah', 'kamu', 'yang', 'kerja']"
Inget waktu kemarin semester 4 observasi ke sekolah untuk bertanya soal kurikulum nya saat sesi wawancara dengan guru kami ada bertanya apa perbedaan kurikulum dulu dengan kurikulum yg dipakai sekarang (kurikulum merdeka) dan setelah diberitahu merembetlah topik ke -,inget waktu kemarin semester observasi ke sekolah untuk bertanya soal kurikulum nya saat sesi wawancara dengan guru kami ada bertanya apa perbedaan kurikulum dulu dengan kurikulum yg dipakai sekarang kurikulum merdeka dan setelah diberitahu merembetlah topik ke,inget kemarin semester observasi sekolah untuk tanya soal kurikulum saat sesi wawancara dengan guru kami ada tanya apa beda kurikulum dulu dengan kurikulum pakai sekarang kurikulum merdeka telah diberitahu rembet topik,"['inget', 'kemarin', 'semester', 'observasi', 'sekolah', 'untuk', 'tanya', 'soal', 'kurikulum', 'saat', 'sesi', 'wawancara', 'dengan', 'guru', 'kami', 'ada', 'tanya', 'apa', 'beda', 'kurikulum', 'dulu', 'dengan', 'kurikulum', 'pakai', 'sekarang', 'kurikulum', 'merdeka', 'telah', 'diberitahu', 'rembet', 'topik']","['ingat', 'kemarin', 'semester', 'observasi', 'sekolah', 'untuk', 'tanya', 'soal', 'kurikulum', 'saat', 'sesi', 'wawancara', 'dengan', 'guru', 'kami', 'ada', 'tanya', 'apa', 'beda', 'kurikulum', 'dulu', 'dengan', 'kurikulum', 'pakai', 'sekarang', 'kurikulum', 'merdeka', 'telah', 'diberitahu', 'rembet', 'topik']"
Akibat dari kurikulum merdeka. Operasi matematika semudah ini masih banyak jawab yang salah.,akibat dari kurikulum merdeka operasi matematika semudah ini masih banyak jawab yang salah,akibat kurikulum merdeka operasi matematika mudah masih banyak jawab salah,"['akibat', 'kurikulum', 'merdeka', 'operasi', 'matematika', 'mudah', 'masih', 'banyak', 'jawab', 'salah']","['akibat', 'kurikulum', 'merdeka', 'operasi', 'matematika', 'mudah', 'masih', 'banyak', 'jawab', 'salah']"
Keberlanjutan Kurikulum Merdeka di Era Presiden Prabowo Kabarnya Ada Pengkajian Ulang yang Mendalam https://t.co/AOufdVw93B,keberlanjutan kurikulum merdeka di era presiden prabowo kabarnya ada pengkajian ulang yang mendalam,lanjut kurikulum merdeka era presiden prabowo kabar ada kaji ulang dalam,"['lanjut', 'kurikulum', 'merdeka', 'era', 'presiden', 'prabowo', 'kabar', 'ada', 'kaji', 'ulang', 'dalam']","['lanjut', 'kurikulum', 'merdeka', 'era', 'presiden', 'prabowo', 'kabar', 'ada', 'kaji', 'ulang', 'dalam']"
@Lone_Lynx_ Kan kurikulum merdeka bebas doong mau ngapain aja,kan kurikulum merdeka bebas doong mau ngapain aja,kurikulum merdeka bebas doong ngapain,"['kurikulum', 'merdeka', 'bebas', 'doong', 'ngapain']","['kurikulum', 'merdeka', 'bebas', 'doong', 'apa']"
Ini lah efek kurikulum merdeka Entah apa yg difikirkan kemendikbud pada zaman lalu. Ga pernah beres euy kemendikbud kita....,ini lah efek kurikulum merdeka entah apa yg difikirkan kemendikbud pada zaman lalu ga pernah beres euy kemendikbud kita,lah efek kurikulum merdeka entah apa difikirkan kemendikbud zaman lalu ga pernah beres kemendikbud kita,"['lah', 'efek', 'kurikulum', 'merdeka', 'entah', 'apa', 'difikirkan', 'kemendikbud', 'zaman', 'lalu', 'ga', 'pernah', 'beres', 'kemendikbud', 'kita']","['lah', 'efek', 'kurikulum', 'merdeka', 'entah', 'apa', 'difikirkan', 'kemendikbud', 'zaman', 'lalu', 'tidak', 'pernah', 'selesai', 'kemendikbud', 'kita']"
